	oid	name_org	oc_id	Business	Group	Industry	name_concept	acronym	canon_oid
2092	38530	Apartment Association, California Southern Cities/IPPAC	-852	Building operators & managers	Finance, Insurance & Real Estate	Real Estate	Apartment Association California Southern Cities		458.0
2093	38537	California Professional Firefighters PAC SCC	-2760	Fire fighters unions and associations	Labor	Public Sector Unions	California Professional Firefighters		319.0
2094	38540	California Assn Sheet Metal and Air Conditioning Contractors National Assn PAC	-2001	Uncoded	Uncoded	Uncoded	California Assn Of Sheet Metal  Air Conditioning Contractors National Assn		109426.0
2095	38542	SCCA Political Action Committee		Builders associations	Construction	General Contractors			
2096	38546	Tenet Health System		Hospitals	Health	Hospitals & Nursing Homes			
2097	38548	PD Transport, Inc. dba Southside Towing		Uncoded	Uncoded	Uncoded			
2098	38553	California Real Estate PAC, CREPAC	-1990	Real estate	Finance, Insurance & Real Estate	Real Estate	California Association Of Realtors		2605.0
2099	38555	Orange County Professional Firefighters Association PAC	-8828	Fire fighters unions and associations	Labor	Public Sector Unions	Orange County Professional Firefighters Association		10592.0
2100	38565	IP Westminster LLC		Uncoded	Uncoded	Uncoded			
2101	38570	Signal Hill Petroleum Inc.	-15135	Petroleum refining & marketing	Energy & Natural Resources	Oil & Gas	Signal Hill Petroleum Inc.		
2102	38576	FairPAC, Sponsored by the Civil Justice Assoc of CA	-3795	Pro-business organizations	General Business	Business Associations	Civil Justice Association Of California		1693.0
2103	38579	California Resource Corporation	-2823	Securities, commodities & investment	Finance, Insurance & Real Estate	Securities & Investment	California Resources Corporation		32283.0
2104	38584	McDonald's CA Operators PAC	-7777	Restaurants & drinking establishments	General Business	Food & Beverage	McDonald's California Operators PAC		32254.0
2105	38586	SCCA PAC		Builders associations	Construction	General Contractors			
2106	38587	Pharmaceutical Research & Manufacturers Assoc of America PAC	-9195	Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products	Pharmaceutical Research and Manufactures Assn. of America PAC		33237.0
2107	38589	JPMorgan Chase & Co PAC - Federal PAC	-6864	Finance, insurance & real estate	Finance, Insurance & Real Estate	Miscellaneous Finance, Insurance & Real Estate	JPMorgan Chase		57707.0
2108	38629	Edison		Electric power utilities	Energy & Natural Resources	Electric Utilities			
2109	38631	Santa Clarita Concrete Pumping Inc.		Uncoded	Uncoded	Uncoded			
2110	38636	AFLAC Incorporated	-280	Insurance companies, general	Finance, Insurance & Real Estate	Insurance	Aflac		1444.0
2111	38654	Prudential Financial Inc. State and Federal PAC	-9523	Finance, insurance & real estate	Finance, Insurance & Real Estate	Miscellaneous Finance, Insurance & Real Estate	Prudent Financial, Inc. State & Federal PAC		43756.0
2112	38656	Wine Institute of California PAC	-3104	Wine & distilled spirits manufacturing	General Business	Beer, Wine & Liquor	Wine Institute of California		100394.0
2113	38667	High Desert Medical Group		Physicians	Health	Health Professionals			
2114	38669	Patalappa Chandrashekar MD Inc.		Uncoded	Uncoded	Uncoded			
2115	38677	CALPAC - California Medical Association	-19	Physicians	Health	Health Professionals	California Medical Association		819.0
2116	38704	Southern California Pipe Trades  District Council 16	-10849	Construction unions	Labor	General Trade Unions	Southern California Pipe Trades Council		153201.0
2117	38708	U A Plumbers & Steamfitters Local 582	-15082	Construction unions	Labor	General Trade Unions	United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and Canada (UA)		
2118	38712	Women In Leadership		Women's issues	Ideology/Single Issue	Women's Issues			
2119	38715	AmerisourceBergen Services Corporation (#1292092)	-763	Pharmaceutical wholesale	Health	Pharmaceuticals & Health Products	Amerisource Bergen Services Corporation		33076.0
2120	38718	BNSF Railway Company #484024	-1541	Railroads	Energy & Natural Resources	Railroads	BNSF Railway Company		9613.0
2121	38719	California Association of Health Plans Political Action Committee	-1923	Accident & health insurance	Finance, Insurance & Real Estate	Insurance	California Association Of Health Plans		200.0
2122	38721	CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION (CCPOA) POLITICAL ACTION COMMITTEE	-2237	Corrections officers unions and associations	Labor	Public Sector Unions	California Correctional Peace Officers Association		1066.0
2123	38722	California Dental Political Action Committee Small Contributor(CALDPAC)	-2306	Dentists	Health	Health Professionals	CALIFORNIA DENTAL POLITICAL ACTION COMMITTEE-SMALL CONTRIBUTOR (CALPAC)		33136.0
2124	38724	California Pharmacists PAC	-2719	Pharmacists	Health	Health Professionals	Cal. Pharmacists PAC		34247.0
2125	38726	CALIFORNIANS ALLIED FOR PATIENT PROTECTION POLITICAL ACTION COMMITTEE (CAPP-PAC) SPONSORED BY HEALTH PROVIDERS AND THEIR INSURER	-1814	Uncoded	Uncoded	Uncoded	Californians Allied For Patient Protection PAC		31295.0
2126	38733	Edison International & Affiliated Entities #478008	-4887	Electric power utilities	Energy & Natural Resources	Electric Utilities	Edison International And Affiliates, Including Southern California Edison		27722.0
2127	38739	Universal Health Services Employees Good Government Fund		Hospitals	Health	Hospitals & Nursing Homes			
2128	38740	WESTERN UNITED DAIRYMEN POLITICAL ACTION COMMITTEE	-12730	Dairy farmers & wholesale and retail milk, cheese and ice cream dealers	Agriculture	Dairy	Western United Dairymen		763.0
2129	38741	THE BOEING CO. PAC	-1564	Aircraft manufacturers	Transportation	Air Transport	Boeing		38520.0
2130	38743	SOLID WASTE ASSOC. OF ORANGE COUNTY PAC	-10768	Uncoded	Uncoded	Uncoded	Solid Waste Association Of Orange County		2229.0
2131	38744	WESTERN MANUFACTURED HOUSING COMMUNITIES ASSOC. PAC	-12708	Mobile home dealers & parks	Finance, Insurance & Real Estate	Real Estate	Western Manufactured Housing Communities Association		161.0
2132	38745	PERSONAL INSURANCE FEDERATION OF CALIF. AGENTS & EMPLOYEES PAC	-9169	Insurance agencies, brokers & agents	Finance, Insurance & Real Estate	Insurance	Personal Insurance Federation		5653.0
2133	38748	ASIAN AMERICAN SMALL BUSINESS PAC	-15163	Small business organizations	General Business	Business Associations	ASIAN AMERICAN SMALL BUSINESS PAC		
2134	38749	ORANGE COUNTY PROFESSIONAL FIREFIGHTERS ASSOC. PAC	-8828	Fire fighters unions and associations	Labor	Public Sector Unions	Orange County Professional Firefighters Association		10592.0
2135	38750	NORTON ROSE FULBRIGHT US LLP		Attorneys & law firms	Lawyers & Lobbyists	Lawyers & Lobbyists			
2136	38753	CALIF. ASSOC. OF HEALTH PLANS PAC	-1924	Accident & health insurance	Finance, Insurance & Real Estate	Insurance	California Association of Health Plans PAC		32244.0
2137	38754	CALIF. CATTLEMEN'S ASSOC. PAC	-2103	Livestock	Agriculture	Livestock	California Cattleman's Association		29714.0
2138	38756	WESTMINSTER SUPERSTORE, LLC		Uncoded	Uncoded	Uncoded			
2139	38757	Dutra Enterprises  Inc		Uncoded	Uncoded	Uncoded			
2140	38758	CKY Global Financial & Insurance Solutions Inc		Insurance companies, general	Finance, Insurance & Real Estate	Insurance			
2141	38784	Nine Star University of Health Science		Uncoded	Uncoded	Uncoded			
2142	38790	American Association of Chinese Medicine & Acupuncture PAC	-546	Uncoded	Uncoded	Uncoded	American Association Of Chinese Medicine and Acupuncture PAC		36998.0
2143	38802	Creekside Partners LLC		Uncoded	Uncoded	Uncoded			
2144	38814	U.A. Local 342 P.A.C. Fund	-12063	Construction unions	Labor	General Trade Unions	U.A. Local 342 PAC Fund		31692.0
2145	38815	U.A.  Local 342 PAC	-15082	Construction unions	Labor	General Trade Unions	United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and Canada (UA)		
2146	38821	Alecto Healthcare Services LLS		Uncoded	Uncoded	Uncoded			
2147	38852	CAPA21 STATE	-3165	Minority & ethnic groups	Ideology/Single Issue	Minority & Disability Groups	CAPA21 STATE		38852.0
2148	38902	Healthplus Shared Services	-6200	Uncoded	Uncoded	Uncoded	Healthplus Shared Services		38902.0
2149	38925	North Waterfront Cove LLC		Uncoded	Uncoded	Uncoded			
2150	38936	Chen's Acupuncture  & Chinese Medicine Clinic		Other non-physician health practitioners	Health	Health Professionals			
2151	38940	HOWARD JARVIS TAXPAYERS ASSOC. SMALL CONTRIBUTOR COMMITTEE	-6404	Fiscal & tax policy	Ideology/Single Issue	Tax Issues	Howard Jarvis Taxpayers Assoc Small Contributor Committee		33581.0
2152	38942	CALIF. REFUSE RECYCLING COUNCIL SOUTH PAC		Uncoded	Uncoded	Uncoded			
2153	38943	CALIF. INDEPENDENT PETROLEUM ASSOC. PAC (CIPAC)	-2479	Petroleum refining & marketing	Energy & Natural Resources	Oil & Gas	California Independent Petroleum Association		29581.0
2154	38945	CALIF. FORESTRY ASSOC. PAC	-2398	Timber companies, sawmills, & others engaged in cutting down trees	Agriculture	Forestry & Forest Products	California Forestry Association		253.0
2155	38949	CALIF. PHYSICAL THERAPY PAC	-2723	Other non-physician health practitioners	Health	Health Professionals	California Physical Therapy PAC		33575.0
2156	38952	CALIF. ASSOC. OF LICENSED INVESTIGATORS PAC	-1940	Security services	General Business	Business Services	California Association Of Licensed Investigators		1101.0
2157	38955	OCTAX PAC	-8839	Fiscal & tax policy	Ideology/Single Issue	Tax Issues	Orange County Taxpayers Association		95015.0
2158	38956	ASSOCIATED BUIDERS & CONTRACTORS PAC OF SOUTHERN CALIF.		Builders associations	Construction	General Contractors			
2159	38957	CALIF. NEW CAR DEALERS ASSOC. PAC	-2638	Auto dealers, new & used	Transportation	Automotive	California New Car Dealers Association		5411.0
2160	38964	Orange County Business Council BizPAC	-8813	General business associations	General Business	Business Associations	Orange County Business Council		5517.0
2161	38978	Construction Employers' Assoc. PAC	-4152	Builders associations	Construction	General Contractors	Construction Employers' Association		1720.0
2162	38985	Kinecta Federal credit Union State PAC		Credit unions	Finance, Insurance & Real Estate	Credit Unions			
2163	38990	Eli Lilly and Company PAC	-4963	Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products	Eli Lilly		104395.0
2164	38991	Engineering Contractors Association PAC	-5050	Builders associations	Construction	General Contractors	Engineering & Utility Contractors Association PAC		32221.0
2165	38998	Oak Tree Racing Assoc.	-8665	Casinos, racetracks & gambling	General Business	Gambling & Casinos	Oak Tree Racing Association		342.0
2166	39010	Altria	-493	Tobacco & tobacco products	Agriculture	Tobacco	Altria		39010.0
2167	39011	Chevron Corp.	-2	Major (multinational) oil & gas producers	Energy & Natural Resources	Oil & Gas	Chevron Corporation		9955.0
2168	39023	Calif. Metals Coalition PAC	-2588	Industrial & commercial equipment and materials	General Business	Miscellaneous Manufacturing & Distributing	California Metals Coalition		95652.0
2169	39024	Calif. Dental PAC	-2297	Dentists	Health	Health Professionals	California Dental PAC		32865.0
2170	39029	American Federation of State, County & Municipal Employees- CA People	-21	State & local government employee unions	Labor	Public Sector Unions	American Federation of State, County and Municipal Employees (AFSCME)		449.0
2171	39030	American Resort Development Association Resort Owners Coalition PAC (ARDA ROC PAC)		Resorts	General Business	Lodging & Tourism			
2172	39032	Association of California Life & Health Insurance Companies PAC (ACLHIC PAC)	-1079	Accident & health insurance	Finance, Insurance & Real Estate	Insurance	Assn of Ca Life & Health Insurance Companies PAC		31359.0
2173	39043	CA Seed Association PAC	-2867	Feedlots & related livestock services	Agriculture	Livestock	California Seed Association		2090.0
2174	39044	CAL Fire Local 2881 PAC	-2388	Fire fighters unions and associations	Labor	Public Sector Unions	Cal Fire Local 2881		18930.0
2175	39045	California Conference Board, Amalgamated Transit Union PAC	-2213	Transportation unions	Labor	Transportation Unions	California Conference Board Amalgamated Transit Union		32978.0
2176	39046	California Statewide Law Enforcement Association (CSLEA) PAC	-3020	Police unions & associations	Labor	Public Sector Unions	CA Statewide Law Enforcement Assn CSLEA PAC		45779.0
2177	39052	Fair PAC, Sponsored by the Civil Justice Association of CA	-3795	Pro-business organizations	General Business	Business Associations	Civil Justice Association Of California		1693.0
2178	39056	Leading Age California PAC	-7217	Uncoded	Uncoded	Uncoded	LeadingAge California		5221.0
2179	39062	Sanofi-Aventis U.S. Inc. Employees' PAC		Uncoded	Uncoded	Uncoded			
2180	39067	United Food and Commercial Workers Western States Council Candidates PAC	-12188	Retail trade unions	Labor	General Trade Unions	United Food and Commercial Workers (UFCW)		98929.0
2181	39072	California Association of Professional Scientist CAPS PAC	-1976	Other unions	Labor	General Trade Unions	California Association Of Professional Scientists		39.0
2182	39073	California Association of Psychiatric Technicians, Inc. PAC SCC	-1981	Psychiatrists & psychologists	Health	Health Professionals	California Association Of Psychiatric Technicians		764.0
2183	39075	Davita, Total Renal Care, Inc.	-4507	Health care institutions	Health	Hospitals & Nursing Homes	DaVita Inc.		33016.0
2184	39101	I.L.W.U. Local 13 PAC	-6486	Merchant marine & longshoremen unions	Labor	Transportation Unions	I.L.W.U. Local 13 PAC		39101.0
2185	39106	John Chiang for Treasurer 2014	-16348	Candidate committees	Candidate Contributions	Candidate Committees	John Chiang Campaign Committees		
2186	39116	Laborers Local 300 Small Contributor Committee	-7045	Construction unions	Labor	General Trade Unions	Laborers International Union of North America (LiUNA)		35941.0
2187	39120	Continental Development Corporation		Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate			
